Date,AMZN,BA,DIS,IBM,KO,MSFT
2017-05-11,947.62,176.47,105.56,137.95,40.52,65.7
2017-05-12,961.35,175.8,105.67,137.69,40.45,65.62
2017-05-15,957.97,174.98,105.13,138.73,40.58,65.67
2017-05-16,966.07,175.28,104.02,140.72,40.69,66.99
2017-05-17,944.76,171.52,102.41,138.2,40.77,65.13
2017-05-18,958.49,170.19,102.77,138.07,40.65,65.35
2017-05-19,959.84,173.41,103.58,139.17,40.74,65.33
2017-05-22,970.67,176.21,103.69,139.77,41.0,66.07
2017-05-23,971.54,176.03,103.1,139.21,41.19,66.29
2017-05-24,980.35,177.72,103.76,139.65,41.79,66.38
2017-05-25,993.38,179.47,103.34,140.28,42.14,67.2
2017-05-26,995.78,179.01,104.44,139.63,42.12,67.52
2017-05-30,996.7,179.29,104.37,138.94,42.16,67.96
2017-05-31,994.62,180.01,103.98,139.76,42.19,67.41
2017-06-01,995.95,179.71,104.24,139.8,42.49,67.66
2017-06-02,1006.73,182.5,103.25,139.23,42.58,69.26
2017-06-05,1011.34,181.27,102.62,139.56,42.68,69.76
2017-06-06,1003.0,179.16,101.63,139.52,42.67,69.99
2017-06-07,1010.07,180.46,102.04,138.25,42.23,69.87
2017-06-08,1010.27,182.21,100.5,139.28,41.88,69.44
2017-06-09,978.31,182.31,101.75,141.11,42.06,67.87
2017-06-12,964.91,182.28,103.12,142.1,42.06,67.35
2017-06-13,980.79,183.32,102.66,141.24,42.13,68.19
2017-06-14,976.47,184.56,102.25,140.84,42.38,67.82
2017-06-15,964.17,187.51,102.1,141.22,42.34,67.47
2017-06-16,987.71,188.46,101.64,142.28,42.39,67.56
2017-06-19,995.17,190.99,101.51,141.78,42.46,68.4
2017-06-20,992.59,190.27,100.13,141.88,42.67,67.48
2017-06-21,1002.23,191.08,100.96,140.82,42.31,67.82
2017-06-22,1001.3,191.34,100.4,141.38,42.17,67.81
2017-06-23,1003.74,194.01,100.54,141.12,42.34,68.73
2017-06-26,993.98,191.85,101.7,142.14,42.5,68.07
2017-06-27,976.78,190.81,101.55,141.7,42.15,66.8
2017-06-28,990.33,191.51,102.94,142.22,42.4,67.37
2017-06-29,975.93,189.44,101.84,141.13,41.94,66.11
2017-06-30,968.0,189.71,102.36,140.86,41.96,66.53
2017-07-03,953.66,190.52,103.52,142.46,41.88,65.8
2017-07-05,971.4,193.61,101.76,140.71,41.93,66.67
2017-07-06,965.14,193.29,100.3,139.51,41.54,66.18
2017-07-07,978.76,194.15,100.27,140.04,41.53,67.04
2017-07-10,996.47,195.67,100.54,140.48,41.52,67.54
2017-07-11,994.13,197.89,100.78,140.27,41.48,67.55
2017-07-12,1006.51,198.05,101.3,140.74,41.64,68.67
2017-07-13,1000.63,197.85,101.22,140.68,41.57,69.27
2017-07-14,1001.81,200.04,101.99,141.23,41.8,70.25
2017-07-17,1010.04,200.51,101.7,140.11,41.85,70.8
2017-07-18,1024.45,199.78,102.63,141.01,41.79,70.75
2017-07-19,1026.87,202.31,103.67,135.09,41.94,71.29
2017-07-20,1028.7,201.74,104.2,135.21,41.93,71.64
2017-07-21,1025.67,203.52,103.93,134.68,42.13,71.22
2017-07-24,1038.95,203.56,103.85,133.68,41.95,71.04
2017-07-25,1039.87,203.83,103.28,133.86,42.33,71.61
2017-07-26,1052.8,223.96,103.79,133.1,42.79,71.47
2017-07-27,1046.0,231.21,106.76,132.84,43.15,70.61
2017-07-28,1020.04,231.47,106.72,132.12,43.05,70.5
2017-07-31,987.78,232.61,106.69,132.47,42.89,70.17
2017-08-01,996.19,229.71,107.35,133.05,42.76,70.05
2017-08-02,995.89,228.28,105.47,132.27,42.65,69.74
2017-08-03,986.92,228.57,105.9,132.72,42.73,69.64
2017-08-04,987.58,228.05,104.52,132.92,42.57,70.15
2017-08-07,992.27,230.47,103.22,131.37,42.7,69.88
2017-08-08,989.84,229.77,103.83,131.5,42.66,70.26
2017-08-09,982.01,226.13,99.8,131.19,42.65,69.95
2017-08-10,956.92,224.75,98.36,131.25,42.79,68.92
2017-08-11,967.99,226.68,98.98,131.25,42.65,69.98
2017-08-14,983.3,228.87,98.41,131.7,42.85,71.03
2017-08-15,982.74,230.82,98.52,131.47,43.22,71.05
2017-08-16,978.18,229.29,99.19,131.86,43.23,71.46
2017-08-17,960.57,227.36,98.39,130.2,42.91,70.25
2017-08-18,958.47,227.54,97.73,129.27,42.73,70.34
2017-08-21,953.29,227.45,98.19,129.86,42.74,70.01
2017-08-22,966.9,231.38,99.74,130.48,42.66,70.99
2017-08-23,958.0,229.78,98.51,131.53,42.61,70.56
2017-08-24,952.45,230.4,98.53,132.27,42.49,70.53
2017-08-25,945.26,227.65,99.39,133.01,42.64,70.66
2017-08-28,946.02,228.9,99.54,131.87,42.5,70.67
2017-08-29,954.06,232.09,99.55,132.46,42.52,70.88
2017-08-30,967.59,232.06,99.84,131.92,42.47,71.81
2017-08-31,980.6,231.29,98.22,132.35,42.62,72.55
2017-09-01,978.25,231.94,98.51,133.33,42.83,71.75
2017-09-05,965.27,228.73,98.61,132.36,42.96,71.43
2017-09-06,967.8,226.43,98.51,133.08,43.0,71.22
2017-09-07,979.47,228.06,94.2,132.23,43.3,72.13
2017-09-08,965.9,230.44,94.21,131.82,43.32,71.78
2017-09-11,977.96,232.19,94.23,134.05,43.52,72.54
2017-09-12,982.58,232.18,95.0,134.88,43.71,72.46
2017-09-13,999.6,233.48,95.91,135.09,43.85,72.98
2017-09-14,992.21,236.67,95.01,134.68,43.48,72.55
2017-09-15,986.79,240.31,95.62,134.01,43.55,73.07
2017-09-18,974.19,244.24,95.21,133.76,43.48,72.93
2017-09-19,969.86,243.65,95.53,133.61,43.36,73.2
2017-09-20,973.21,246.54,96.29,134.99,43.17,72.72
2017-09-21,964.65,247.1,95.98,134.42,42.81,72.01
2017-09-22,955.1,247.5,95.69,134.3,42.9,72.2
2017-09-25,939.79,245.44,96.64,134.98,43.09,71.09
2017-09-26,938.6,244.84,95.72,135.62,42.97,71.09
2017-09-27,950.87,246.37,96.31,134.79,42.1,71.66
2017-09-28,956.4,245.39,95.16,134.79,42.35,71.68
2017-09-29,961.35,245.33,95.66,134.25,42.45,72.28
2017-10-02,959.19,247.05,96.92,135.71,42.25,72.4
2017-10-03,957.1,246.54,97.82,135.82,42.62,72.06
2017-10-04,965.45,246.83,97.59,135.55,42.91,72.47
2017-10-05,980.85,249.85,97.16,135.77,42.93,73.72
2017-10-06,989.58,249.55,97.12,135.55,42.9,73.74
2017-10-09,990.99,249.37,96.64,136.39,42.82,74.03
2017-10-10,987.2,251.82,96.64,137.42,43.26,74.03
2017-10-11,995.0,252.31,95.65,136.6,43.47,74.15
2017-10-12,1000.93,252.77,94.07,136.06,43.48,74.83
2017-10-13,1002.94,251.64,94.51,136.12,43.55,75.19
2017-10-16,1006.34,250.68,95.24,135.87,43.97,75.35
2017-10-17,1009.13,249.59,95.46,135.6,43.87,75.29
2017-10-18,997.0,250.96,95.35,147.62,43.76,75.31
2017-10-19,986.61,250.0,96.09,148.89,43.94,75.6
2017-10-20,982.91,255.51,96.47,149.97,43.74,76.47
2017-10-23,966.3,253.16,95.79,147.64,43.68,76.49
2017-10-24,975.9,256.71,95.39,144.24,43.55,76.52
2017-10-25,972.91,249.4,94.92,142.04,43.43,76.3
2017-10-26,972.43,250.22,95.65,142.13,43.6,76.42
2017-10-27,1100.95,247.51,95.41,142.21,43.45,81.32
2017-10-30,1110.85,250.2,95.15,142.84,43.25,81.4
2017-10-31,1105.28,248.97,94.93,142.56,43.36,80.71
2017-11-01,1103.68,249.47,96.11,142.53,43.19,80.71
2017-11-02,1094.22,253.46,95.45,141.9,43.27,81.56
2017-11-03,1111.6,252.61,95.73,140.27,43.35,81.64
2017-11-06,1120.66,254.85,97.67,139.58,42.88,81.96
2017-11-07,1123.17,256.84,98.61,140.05,43.32,81.77
2017-11-08,1132.88,256.3,98.2,140.26,43.55,82.05
2017-11-09,1129.13,254.89,99.65,140.47,43.6,81.59
2017-11-10,1125.35,253.1,101.69,139.41,43.89,81.38
2017-11-13,1129.17,254.62,101.65,138.7,44.06,81.44
2017-11-14,1136.84,253.98,100.13,139.15,44.73,81.56
2017-11-15,1126.69,255.05,100.63,137.48,44.14,80.92
2017-11-16,1137.29,255.86,100.55,139.37,43.9,81.14
2017-11-17,1129.88,254.46,100.39,139.23,43.11,80.36
2017-11-20,1126.31,256.76,99.72,140.67,42.87,80.48
2017-11-21,1139.49,259.05,99.96,142.01,43.17,81.64
2017-11-22,1156.16,257.27,99.71,141.84,43.23,81.05
2017-11-24,1186.0,257.98,99.61,141.91,43.27,81.19
2017-11-27,1195.83,257.69,99.76,142.04,43.29,81.79
2017-11-28,1193.6,260.02,100.36,142.5,43.22,82.77
2017-11-29,1161.27,261.29,102.14,143.51,42.91,81.27
2017-11-30,1176.75,268.57,101.73,143.9,43.52,82.08
2017-12-01,1162.35,263.31,102.15,144.64,43.71,82.17
2017-12-04,1133.95,269.71,106.97,146.23,43.95,79.07
2017-12-05,1141.57,267.35,104.06,145.19,43.98,79.57
2017-12-06,1152.35,270.0,102.35,144.02,44.16,80.73
2017-12-07,1159.79,273.59,102.16,143.53,43.53,80.44
2017-12-08,1162.0,277.4,101.97,144.69,43.08,82.07
2017-12-11,1168.92,274.74,104.52,145.25,43.1,83.12
2017-12-12,1165.08,281.32,105.1,146.49,43.06,83.46
2017-12-13,1164.13,283.16,105.28,143.85,43.64,83.23
2017-12-14,1174.26,285.14,108.17,143.93,43.76,82.59
2017-12-15,1179.14,285.2,108.86,142.53,43.92,84.7
2017-12-18,1190.58,287.34,108.62,143.3,43.67,84.24
2017-12-19,1187.38,288.41,109.39,143.21,43.86,83.7
2017-12-20,1177.62,289.04,107.31,142.95,43.81,83.4
2017-12-21,1174.76,286.26,107.2,141.59,43.36,83.38
2017-12-22,1168.36,286.33,106.32,142.53,43.35,83.39
2017-12-26,1176.76,286.58,105.78,142.84,43.56,83.28
2017-12-27,1182.26,286.83,105.31,143.12,43.67,83.58
2017-12-28,1186.1,287.54,105.43,143.97,43.47,83.59
2017-12-29,1169.47,286.14,105.18,143.39,43.62,83.42
2018-01-02,1189.01,288.02,109.38,144.16,43.3,83.82
2018-01-03,1204.2,288.95,109.85,148.13,43.2,84.21
2018-01-04,1209.59,287.85,109.8,151.13,43.81,84.95
2018-01-05,1229.14,299.66,109.2,151.86,43.8,86.0
2018-01-08,1246.87,300.93,107.64,152.78,43.74,86.09
2018-01-09,1252.7,308.96,107.56,153.12,43.95,86.03
2018-01-10,1254.33,310.74,107.1,153.44,43.8,85.64
2018-01-11,1276.68,318.37,108.59,153.46,43.77,85.9
2018-01-12,1305.2,326.22,110.03,152.47,43.88,87.38
2018-01-16,1304.86,325.2,108.29,153.14,44.24,86.16
2018-01-17,1295.0,340.58,109.54,157.62,44.52,87.9
2018-01-18,1293.32,330.05,108.03,158.06,44.57,87.86
2018-01-19,1294.58,327.69,108.19,151.75,44.84,87.77
2018-01-22,1327.31,327.95,108.69,151.97,45.05,89.34
2018-01-23,1362.54,325.61,108.02,155.38,45.11,89.62
2018-01-24,1357.51,324.74,108.11,154.56,45.48,89.54
2018-01-25,1377.95,332.91,108.15,154.65,45.49,90.04
2018-01-26,1402.05,333.02,109.76,156.4,46.14,91.73
2018-01-29,1417.68,330.69,109.12,155.89,45.35,91.59
2018-01-30,1437.82,327.67,107.72,152.92,45.08,90.44
2018-01-31,1450.89,343.84,106.32,152.99,45.25,92.65
2018-02-01,1390.0,346.33,108.1,151.78,45.11,91.92
2018-02-02,1429.95,338.54,106.34,148.63,44.43,89.5
2018-02-05,1390.0,319.1,102.43,142.56,42.68,85.82
2018-02-06,1442.84,330.78,103.87,145.18,42.47,89.06
2018-02-07,1416.78,337.77,102.49,143.79,42.37,87.39
2018-02-08,1350.5,321.44,99.15,139.3,40.98,82.9
2018-02-09,1339.6,324.53,100.86,141.11,41.01,85.99
2018-02-12,1386.23,335.23,101.15,142.89,41.81,86.92
2018-02-13,1414.51,334.6,101.86,142.28,42.02,87.6
2018-02-14,1451.05,336.25,102.33,146.06,41.93,88.97
2018-02-15,1461.76,347.57,102.9,147.24,42.58,90.79
2018-02-16,1448.69,346.19,104.22,147.4,42.77,90.14
2018-02-20,1468.35,344.54,103.68,146.44,41.82,90.84
2018-02-21,1482.92,343.58,102.77,145.31,41.21,89.64
2018-02-22,1485.34,347.04,102.96,144.57,41.38,89.87
2018-02-23,1500.0,347.77,104.93,146.78,41.87,92.16
2018-02-26,1521.95,354.42,107.43,149.67,41.86,93.49
2018-02-27,1511.98,355.55,102.6,147.75,41.47,92.29
2018-02-28,1512.45,353.18,100.92,147.07,41.09,91.87
2018-03-01,1493.45,340.97,100.35,145.17,41.29,90.97
2018-03-02,1500.25,336.08,100.76,145.81,41.57,91.17
2018-03-05,1523.61,343.95,101.17,148.13,41.73,91.75
2018-03-06,1537.64,340.22,102.67,146.97,41.77,91.43
2018-03-07,1545.0,338.39,101.35,149.42,41.66,91.96
2018-03-08,1551.86,340.03,101.78,147.43,42.26,92.52
2018-03-09,1578.89,345.68,102.46,150.36,42.61,94.59
2018-03-12,1598.39,335.61,102.89,151.25,42.34,94.81
2018-03-13,1588.18,330.22,101.48,150.37,42.38,92.5
2018-03-14,1591.0,322.02,101.65,149.23,41.99,91.95
2018-03-15,1582.32,321.75,101.0,150.64,41.89,92.28
2018-03-16,1571.68,322.23,100.64,151.25,41.69,92.69
2018-03-19,1544.93,323.49,99.28,148.51,41.49,91.01
2018-03-20,1586.51,329.21,99.15,147.42,41.4,91.25
2018-03-21,1581.86,328.69,99.61,147.89,41.24,90.61
2018-03-22,1544.92,311.64,98.42,143.54,41.01,87.97
2018-03-23,1495.56,313.0,96.4,140.52,40.6,85.42
2018-03-26,1555.86,320.77,98.47,144.75,40.95,91.88
2018-03-27,1497.05,313.11,97.21,143.37,41.14,87.66
2018-03-28,1431.42,312.04,96.4,143.95,41.55,87.58
2018-03-29,1447.34,319.7,98.26,144.81,41.66,89.42
2018-04-02,1371.99,314.4,96.52,141.64,40.93,86.73
2018-04-03,1392.05,322.57,97.27,141.43,41.61,87.9
2018-04-04,1410.57,319.27,98.76,145.46,42.43,90.46
2018-04-05,1451.75,328.01,99.9,145.37,42.59,90.51
2018-04-06,1405.23,317.99,98.18,142.11,42.13,88.41
2018-04-09,1406.08,314.44,97.54,144.11,42.04,88.93
2018-04-10,1436.22,326.48,99.17,146.66,42.19,91.0
2018-04-11,1427.05,319.2,98.62,146.63,42.19,90.0
2018-04-12,1448.5,329.06,98.21,149.19,42.23,91.69
2018-04-13,1430.79,321.07,98.18,147.9,42.69,91.2
2018-04-16,1441.5,323.5,98.07,149.02,42.86,92.27
2018-04-17,1503.83,328.32,99.96,151.87,43.05,94.13
2018-04-18,1527.84,332.5,99.02,140.43,42.69,94.49
2018-04-19,1556.91,332.15,98.7,139.4,42.5,94.17
2018-04-20,1527.49,330.22,98.07,136.76,41.95,93.08
2018-04-23,1517.86,330.39,97.98,137.66,42.18,93.42
2018-04-24,1460.09,320.85,97.3,137.38,41.31,91.24
2018-04-25,1460.17,334.31,98.96,137.74,40.7,90.44
2018-04-26,1517.96,334.24,97.68,138.48,41.0,92.35
2018-04-27,1572.62,332.38,97.08,138.25,41.54,93.88
2018-04-30,1566.13,325.24,98.16,136.81,41.45,91.63
2018-05-01,1582.26,321.32,97.89,136.85,40.85,93.08
2018-05-02,1569.68,316.11,97.46,134.45,40.34,91.62
2018-05-03,1572.08,322.44,96.62,134.01,40.18,92.17
2018-05-04,1580.95,326.09,98.96,135.82,40.63,93.24
2018-05-07,1600.14,331.94,100.26,135.17,40.42,94.27
2018-05-08,1592.39,329.93,99.58,134.96,40.1,93.87
2018-05-09,1608.0,335.91,97.8,136.09,40.07,94.98
2018-05-10,1609.08,337.16,99.48,137.65,40.46,95.93
2018-05-11,1602.91,335.59,99.86,137.55,40.42,95.72
2018-05-14,1601.54,337.67,100.22,137.7,40.32,96.05
2018-05-15,1576.12,335.25,100.69,137.17,40.02,95.35
2018-05-16,1587.28,334.13,102.76,138.02,39.85,95.6
2018-05-17,1581.76,337.23,102.08,137.89,40.57,94.64
2018-05-18,1574.37,344.18,101.68,137.49,40.46,94.82
2018-05-21,1585.46,356.62,101.81,138.84,40.68,96.04
2018-05-22,1581.4,347.89,101.81,138.46,40.53,95.94
2018-05-23,1601.86,352.0,100.66,138.06,40.67,97.08
2018-05-24,1603.07,351.79,99.9,137.48,40.59,96.74
2018-05-25,1610.15,352.86,99.99,137.07,40.67,96.79
2018-05-29,1612.87,345.41,97.53,134.76,40.94,96.44
2018-05-30,1624.89,351.0,97.81,136.1,41.37,97.37
2018-05-31,1629.62,345.09,97.31,134.85,41.24,97.26
2018-06-01,1641.54,349.56,97.21,135.46,41.36,99.18
2018-06-04,1665.27,353.49,98.07,136.5,41.71,100.05
2018-06-05,1696.35,352.87,97.77,137.13,41.35,100.56
2018-06-06,1695.75,364.1,99.7,138.09,41.69,100.85
2018-06-07,1689.3,361.13,100.25,138.71,41.67,99.27
2018-06-08,1683.99,362.08,101.73,139.46,42.16,100.01
2018-06-11,1689.12,363.49,102.09,139.88,42.33,99.44
2018-06-12,1698.75,363.18,102.07,140.16,42.6,99.69
2018-06-13,1704.86,356.55,104.01,139.66,42.38,99.24
2018-06-14,1723.86,355.15,106.39,138.56,42.17,99.8
2018-06-15,1715.97,350.7,106.49,138.74,42.7,98.53
2018-06-18,1723.79,347.62,104.74,137.87,42.14,99.25
2018-06-19,1734.78,334.27,103.8,137.32,42.19,99.25
2018-06-20,1750.08,335.81,104.83,136.11,41.86,100.24
2018-06-21,1730.22,330.88,103.6,134.79,41.7,99.52
2018-06-22,1715.67,332.11,104.04,134.82,41.85,98.81
2018-06-25,1663.15,324.55,102.19,132.45,42.17,96.82
2018-06-26,1691.09,324.65,102.0,132.72,41.93,97.5
2018-06-27,1660.51,323.2,101.71,131.19,41.68,95.98
2018-06-28,1701.45,327.93,102.5,133.64,42.07,97.05
2018-06-29,1699.8,328.78,102.54,133.31,42.44,97.03
2018-07-02,1713.78,329.33,103.05,133.47,42.34,98.41
2018-07-03,1693.96,326.25,101.79,133.19,42.57,97.47
2018-07-05,1699.73,326.49,103.06,134.96,43.22,98.17
2018-07-06,1710.63,327.92,103.33,135.97,43.2,99.54
2018-07-09,1739.02,335.06,104.56,137.79,42.97,100.22
2018-07-10,1743.07,340.19,104.57,138.09,43.52,100.49
2018-07-11,1755.0,333.76,106.55,138.31,43.34,100.35
2018-07-12,1796.62,339.08,106.76,139.75,43.23,102.53
2018-07-13,1813.03,343.75,108.48,139.23,43.3,103.75
2018-07-16,1822.49,348.95,108.68,138.81,43.29,103.23
2018-07-17,1843.93,349.72,108.78,136.93,43.79,104.26
2018-07-18,1842.92,353.0,109.16,137.91,43.66,103.44
2018-07-19,1812.97,348.2,110.58,142.42,43.65,102.73
2018-07-20,1813.7,347.78,109.94,139.66,43.82,104.57
2018-07-23,1802.0,346.18,109.56,139.04,43.5,106.24
2018-07-24,1829.24,351.08,109.17,139.69,43.8,105.94
2018-07-25,1863.61,348.78,109.65,139.92,44.6,109.06
2018-07-26,1808.0,352.11,111.94,140.0,44.75,107.87
2018-07-27,1817.27,353.41,111.07,138.51,44.72,105.96
2018-07-30,1779.22,344.01,111.08,138.84,44.74,103.69
2018-07-31,1777.44,349.15,111.99,138.3,45.12,104.38
2018-08-01,1797.17,345.68,111.41,136.94,44.89,104.58
2018-08-02,1834.33,342.71,111.19,136.42,44.69,105.85
2018-08-03,1823.29,341.45,112.52,140.95,45.12,106.31
2018-08-06,1847.75,339.61,114.34,139.35,45.14,106.4
2018-08-07,1862.48,343.72,114.95,140.29,45.0,107.14
2018-08-08,1886.52,340.8,112.41,140.17,44.66,107.74
2018-08-09,1898.52,338.49,112.58,139.64,44.85,107.92
2018-08-10,1886.3,334.24,111.12,139.36,44.59,107.26
2018-08-13,1896.2,333.21,110.57,137.66,44.35,106.48
2018-08-14,1919.65,333.97,111.19,138.28,44.41,107.81
2018-08-15,1882.62,326.71,111.29,138.81,44.59,106.35
2018-08-16,1886.52,340.71,110.93,140.19,44.73,106.33
2018-08-17,1882.22,341.12,110.93,140.89,45.1,106.27
2018-08-20,1876.71,345.4,110.44,141.32,45.22,105.57
2018-08-21,1883.42,348.38,110.84,140.8,44.73,104.69
2018-08-22,1904.9,344.7,110.39,140.1,44.45,105.75
2018-08-23,1902.9,342.19,110.45,140.22,44.22,106.25
2018-08-24,1905.39,344.06,110.38,140.87,44.16,107.08
2018-08-27,1927.68,348.35,110.78,141.5,44.22,108.26
2018-08-28,1932.82,345.86,111.03,141.4,43.91,108.92
2018-08-29,1998.1,344.86,110.9,142.32,43.87,110.65
2018-08-30,2002.38,341.62,110.38,140.76,43.5,110.59
2018-08-31,2012.71,337.57,110.47,141.29,43.13,110.96
2018-09-04,2039.51,340.98,109.32,140.52,43.32,110.35
2018-09-05,1994.82,341.4,108.35,141.47,43.92,107.17
2018-09-06,1958.31,345.92,108.74,141.21,44.29,107.41
2018-09-07,1952.07,343.96,109.44,140.3,44.24,106.89
2018-09-10,1939.01,336.65,109.15,140.49,44.57,108.05
2018-09-11,1987.15,339.99,108.09,141.3,44.53,109.88
2018-09-12,1990.0,348.03,107.95,141.38,44.75,110.35
2018-09-13,1989.87,350.05,109.14,143.68,44.73,111.53
2018-09-14,1970.19,354.32,107.75,143.08,44.88,111.99
2018-09-17,1908.03,350.54,107.85,142.7,45.21,110.77
2018-09-18,1941.05,358.04,108.02,143.3,44.83,111.83
2018-09-19,1926.42,359.66,108.27,143.78,44.85,110.34
2018-09-20,1944.3,361.86,110.08,145.8,45.52,112.19
2018-09-21,1915.01,366.56,108.88,145.99,45.46,112.87
2018-09-24,1934.36,362.39,111.21,144.72,44.96,113.27
2018-09-25,1974.55,361.64,112.06,143.64,44.58,113.05
2018-09-26,1974.85,359.47,113.62,146.24,44.75,112.59
2018-09-27,2012.98,361.79,114.44,146.14,44.9,113.02
2018-09-28,2003.0,366.24,115.33,145.86,45.08,112.98
2018-10-01,2004.36,376.47,114.64,147.58,45.12,114.2
2018-10-02,1971.31,380.49,116.04,148.31,45.39,113.75
2018-10-03,1952.76,386.33,115.3,147.8,44.77,113.77
2018-10-04,1909.42,384.05,114.53,145.95,44.75,111.41
2018-10-05,1889.65,380.58,113.2,143.75,44.78,110.76
2018-10-08,1864.42,379.89,114.42,143.14,45.36,109.5
2018-10-09,1870.32,379.57,115.28,142.03,45.27,110.89
2018-10-10,1755.25,361.87,111.3,137.64,44.58,104.87
2018-10-11,1719.36,352.66,109.62,134.1,43.57,104.62
2018-10-12,1788.61,354.63,111.06,135.86,43.61,108.23
2018-10-15,1760.95,353.41,111.87,136.13,43.83,106.29
2018-10-16,1819.96,362.64,114.59,139.98,44.4,109.65
2018-10-17,1831.73,359.93,115.51,129.3,44.76,109.36
2018-10-18,1770.72,353.88,114.58,125.93,44.51,107.18
2018-10-19,1764.03,350.83,117.26,124.53,45.22,107.34
2018-10-22,1789.3,350.56,116.64,125.42,44.86,108.29
2018-10-23,1768.7,344.72,116.22,126.56,45.25,106.78
2018-10-24,1664.2,349.25,110.07,122.71,45.61,101.07
2018-10-25,1782.17,358.23,112.58,121.97,45.39,106.98
2018-10-26,1642.81,353.8,111.63,120.37,44.82,105.66
2018-10-29,1538.88,330.48,111.48,115.4,45.34,102.58
2018-10-30,1530.42,344.58,113.18,111.31,46.48,102.47
2018-10-31,1598.01,349.46,113.24,111.34,46.73,105.51
2018-11-01,1665.53,357.54,114.5,112.69,46.59,104.63
2018-11-02,1665.53,352.3,113.59,111.57,46.85,104.87
2018-11-05,1627.8,356.47,113.86,115.81,47.52,106.2
2018-11-06,1642.81,360.89,115.1,118.76,47.93,106.41
2018-11-07,1755.49,366.35,115.43,120.42,48.18,110.59
2018-11-08,1754.91,366.81,114.4,120.53,48.14,110.39
2018-11-09,1712.43,365.39,116.37,120.68,48.49,108.23
2018-11-12,1636.85,353.22,115.09,118.1,48.67,105.57
2018-11-13,1631.17,345.78,115.24,118.05,48.66,105.64
2018-11-14,1599.01,341.04,115.5,117.42,48.56,104.14
2018-11-15,1619.44,337.92,115.49,118.63,48.54,106.43
2018-11-16,1593.41,332.36,114.59,118.76,48.96,107.43
2018-11-19,1512.29,317.51,113.83,117.53,49.3,103.79
2018-11-20,1495.46,314.31,110.33,114.49,48.19,100.9
2018-11-21,1516.73,313.93,111.47,115.83,47.56,102.29
2018-11-23,1502.06,308.98,110.53,114.48,47.84,102.25
2018-11-26,1581.33,312.98,111.0,116.8,47.69,105.63
2018-11-27,1581.42,314.63,112.33,117.25,48.18,106.29
2018-11-28,1677.75,329.94,114.5,120.16,48.51,110.24
2018-11-29,1673.57,338.9,115.0,118.67,48.18,109.32
2018-11-30,1690.17,343.06,113.9,121.4,49.58,110.01
2018-12-03,1772.36,356.11,114.14,122.41,48.88,111.2
2018-12-04,1668.4,338.84,111.31,118.79,48.77,107.66
2018-12-06,1699.19,328.35,112.75,121.05,48.57,108.32
2018-12-07,1629.13,319.77,111.29,116.58,48.29,103.99
2018-12-10,1641.03,322.86,111.17,118.33,48.44,106.74
2018-12-11,1643.24,318.59,111.28,118.09,48.73,107.73
2018-12-12,1663.54,323.2,111.52,118.36,48.42,108.22
2018-12-13,1658.38,321.99,112.69,117.94,48.66,108.58
2018-12-14,1591.91,315.34,111.51,117.13,48.53,105.19
2018-12-17,1520.91,312.75,109.94,113.42,47.54,102.07
2018-12-18,1551.48,324.56,108.78,113.95,47.53,103.15
2018-12-19,1495.08,316.14,108.55,113.74,47.12,102.87
2018-12-20,1460.83,309.71,106.34,110.41,46.76,100.71
2018-12-21,1377.45,301.3,103.58,108.37,46.79,97.45
2018-12-24,1343.96,291.02,99.73,105.08,45.21,93.38
2018-12-26,1470.9,310.58,105.18,108.81,46.17,99.76
2018-12-27,1461.64,313.75,105.86,111.15,46.75,100.38
2018-12-28,1478.02,313.0,106.64,110.42,46.43,99.59
